City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Santa Rosa,PH,14.3122,121.1114,94.98,64,79,1.86,broken clouds
349,Belyy Yar,RU,53.6039,91.3903,73.29,73,0,6.71,clear sky
350,Denpasar,ID,-8.65,115.2167,85.66,79,20,13.8,few clouds
351,Akureyri,IS,65.6835,-18.0878,48.13,87,0,4.61,clear sky
352,Novyy Svit,UA,47.8059,38.0211,69.64,51,9,5.06,clear sky
353,Prince Rupert,CA,54.3161,-130.3201,53.69,84,0,5.75,clear sky
354,Ust-Barguzin,RU,53.45,108.9833,61.36,56,75,4.81,broken clouds
355,Kondratovo,RU,57.9804,56.1066,60.3,65,0,4.47,clear sky
356,Ntcheu,MW,-14.8203,34.6359,52.48,87,18,0.81,few clouds
357,Smithers,CA,54.7804,-127.1743,57.52,44,75,13.8,broken clouds
358,Martapura,ID,-3.4167,114.85,84.29,79,40,9.22,scattered clouds
359,Tecoanapa,MX,16.5167,-98.75,75.33,90,100,7.4,overcast clouds
360,Hobyo,SO,5.3505,48.5268,79.57,71,6,24,clear sky
361,Ixtapa,MX,20.7,-105.2,81.63,83,100,8.05,overcast clouds
362,Tierralta,CO,8.1736,-76.0592,74.26,95,99,7.05,overcast clouds
363,Dwarka,IN,22.2394,68.9678,85.98,67,55,3.06,broken clouds
364,Ryotsu,JP,38.0833,138.4333,68.09,65,100,5.88,overcast clouds
365,Khadyzhensk,RU,44.4256,39.5319,65.61,79,100,0.94,overcast clouds
366,Gazli,UZ,40.1333,63.45,91.99,11,2,9.15,clear sky
367,Onega,RU,63.9061,38.1404,57.63,68,32,3.04,scattered clouds
368,Luba,GQ,3.4568,8.5547,75.09,87,100,4.97,moderate rain
369,Altamont,US,42.2068,-121.7372,51.64,56,0,16.11,clear sky
370,Lebu,CL,-37.6167,-73.65,50.05,94,100,14.38,overcast clouds
371,Guerande,FR,47.3291,-2.4283,53.46,86,50,12.82,scattered clouds
372,Matamoros,MX,25.5333,-103.25,91.51,17,40,8.05,scattered clouds
373,Bilma,NE,18.6853,12.9164,86.81,23,0,9.19,clear sky
374,Shache,CN,38.4167,77.2406,88.65,15,88,13.42,overcast clouds
375,Aginskoye,RU,51.1,114.53,75.85,30,61,4.99,broken clouds
376,Nuevitas,CU,21.5453,-77.2644,78.01,89,4,9.37,clear sky
377,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,40,8.05,scattered clouds
378,Tecpan,GT,14.7623,-90.9947,58.89,99,100,3.49,overcast clouds
379,Kiruna,SE,67.8557,20.2251,49.12,87,75,2.3,broken clouds
380,Kifri,IQ,34.6959,44.9661,86.95,25,0,4.72,clear sky
381,Shelburne,CA,44.0787,-80.2041,57.36,74,77,2.26,broken clouds
382,Miracema Do Tocantins,BR,-9.5618,-48.3967,72.73,84,61,1.83,broken clouds
383,Pangnirtung,CA,66.1451,-65.7125,24.08,89,17,6.13,few clouds
384,Hualmay,PE,-11.0964,-77.6139,61.93,82,19,10.67,few clouds
385,Yazd,IR,31.8972,54.3675,89.71,13,0,11.5,clear sky
386,Chicama,PE,-7.8447,-79.1469,59.54,85,12,5.14,few clouds
387,Kharp,RU,66.8014,65.8081,53.22,48,94,3.83,overcast clouds
388,Kahului,US,20.8947,-156.47,82.42,72,40,23.02,scattered clouds
389,Waipawa,NZ,-41.4122,175.5153,52.65,68,52,26.4,broken clouds
390,Sabang,ID,5.8933,95.3214,83.52,72,44,10.85,scattered clouds
391,Benjamin Constant,BR,-4.3831,-70.0311,71.73,87,58,2.17,broken clouds
392,Chengde,CN,40.9725,117.9361,72.5,61,49,2.93,scattered clouds
393,Harnosand,SE,62.6323,17.9379,53.62,70,81,11.59,broken clouds
394,Billings,US,45.7833,-108.5007,58.77,58,40,14.97,scattered clouds
395,Kangaatsiaq,GL,68.3065,-53.4641,33.44,80,14,17.83,few clouds
396,Puerto Escondido,MX,15.85,-97.0667,79.63,65,0,0,clear sky
397,Turukhansk,RU,65.8167,87.9833,73.11,48,54,4.32,broken clouds
398,Broken Hill,AU,-31.95,141.4333,58.44,38,0,17.67,clear sky
399,Obo,CF,5.3998,26.4869,66.51,97,100,3.22,overcast clouds
400,Pontes E Lacerda,BR,-15.2261,-59.3353,53.62,55,0,3.13,clear sky
401,Vredendal,ZA,-31.6683,18.5012,54.16,87,59,13.13,moderate rain
402,Oda,JP,35.1833,132.5,66.97,92,100,9.17,light rain
403,Harer,ET,9.3094,42.1258,59.63,81,100,4.23,overcast clouds
404,Clyde River,CA,70.4692,-68.5914,34.03,86,100,4.61,overcast clouds
405,Oxford,GB,51.7522,-1.256,50.18,93,20,0,few clouds
406,Bairiki,KI,1.3292,172.9752,86,66,40,12.66,scattered clouds
407,Waw,SS,7.7029,27.9953,70.92,93,98,3.71,overcast clouds
408,San Vicente,AR,-26.6167,-54.1333,43.34,98,0,2.55,clear sky
409,Labuan,MY,5.2767,115.2417,86.36,79,20,3.44,few clouds
410,Giyon,ET,8.5333,37.9833,57.58,92,95,1.23,overcast clouds
411,Tazovskiy,RU,67.4667,78.7,50.76,75,100,13.13,overcast clouds
412,Abu Zabad,SD,12.35,29.25,79.77,64,100,10.87,overcast clouds
413,San Cristobal,VE,7.7669,-72.225,71.78,99,100,4.03,overcast clouds
414,Mataram,ID,-8.5833,116.1167,88.61,71,35,3.27,scattered clouds
415,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,100,17.27,overcast clouds
416,Dedovichi,RU,57.5517,29.9502,54.03,92,100,4.88,light rain
417,Slave Lake,CA,55.2834,-114.769,62.58,67,100,5.75,overcast clouds
418,Tazmalt,DZ,36.3868,4.3989,77.63,29,0,1.99,clear sky
419,Avanigadda,IN,16.0215,80.9181,98.51,36,21,10.29,few clouds
420,Beringovskiy,RU,63.05,179.3167,35.26,76,100,6.11,overcast clouds
421,The Valley,AI,18.217,-63.0578,80.46,78,6,19.06,clear sky
422,Barcelos,PT,41.5388,-8.6151,71.85,86,93,1.97,overcast clouds
423,Esmeraldas,BR,-19.7625,-44.3139,58.06,69,81,4.47,broken clouds
424,Port Augusta,AU,-32.5,137.7667,63.99,38,57,24.76,broken clouds
425,La Ronge,CA,55.1001,-105.2842,64.65,59,100,8.05,overcast clouds
426,Asyut,EG,27.181,31.1837,77.18,35,0,5.26,clear sky
427,Vuktyl,RU,63.8567,57.3094,60.58,29,96,3.31,overcast clouds
428,Rovaniemi,FI,66.5,25.7167,54.81,87,0,8.05,clear sky
429,Landerneau,FR,48.4525,-4.2525,52.56,93,0,6.91,clear sky
430,Vostok,RU,46.4856,135.8833,76.8,36,2,3.24,clear sky
431,Ayan,RU,56.45,138.1667,42.19,96,100,7.25,overcast clouds
432,Srednekolymsk,RU,67.45,153.6833,74.41,20,0,14.76,clear sky
433,Anadyr,RU,64.75,177.4833,37.9,86,75,11.18,broken clouds
434,Svetlogorsk,BY,52.6333,29.7333,58.21,96,69,12.97,broken clouds
435,Palana,RU,59.1167,159.9667,42.51,78,50,8.01,scattered clouds
436,Seybaplaya,MX,19.65,-90.6667,78.51,80,92,13.06,overcast clouds
437,La Romana,DO,18.4273,-68.9728,77.36,94,20,0,few clouds
438,Quang Ngai,VN,15.1167,108.8,96.13,46,99,5.79,overcast clouds
439,Notodden,NO,59.5594,9.2585,55.94,73,17,4.45,few clouds
440,Bandarbeyla,SO,9.4942,50.8122,83.35,55,85,26.31,overcast clouds
441,Ekhabi,RU,53.5102,142.9671,63.9,61,100,13.73,overcast clouds
442,Tateyama,JP,34.9833,139.8667,64.09,75,100,15.52,moderate rain
443,Ylivieska,FI,64.0833,24.55,55.89,79,83,4.41,broken clouds
444,Buchanan,LR,5.8808,-10.0467,77.27,76,47,6.24,scattered clouds
445,Bathsheba,BB,13.2167,-59.5167,79.41,83,20,16.11,few clouds
446,Price,US,39.5994,-110.8107,61.86,39,0,16.11,clear sky
447,Guanica,PR,17.9716,-66.908,78.94,88,15,6.53,few clouds
448,Ngudu,TZ,-2.9667,33.3333,63.19,67,36,3.65,scattered clouds
449,Wagar,SD,16.1525,36.2032,85.69,44,56,15.05,broken clouds
450,Bowen,AU,-20.0167,148.2333,71.69,57,26,11.45,scattered clouds
451,Rawson,AR,-43.3002,-65.1023,51.8,34,79,3.09,broken clouds
452,Imbituba,BR,-28.24,-48.6703,56.86,98,43,5.01,scattered clouds
453,Ihosy,MG,-22.4,46.1167,55.76,95,64,5.26,broken clouds
454,Sakakah,SA,29.9697,40.2064,78.37,39,0,12.48,clear sky
455,Derzhavinsk,KZ,51.1,66.3167,64.26,54,12,9.95,few clouds
456,Kaura Namoda,NG,12.5898,6.5779,82.31,59,96,12.19,overcast clouds
457,Semporna,MY,4.4818,118.6112,86.29,60,99,4.07,overcast clouds
458,Edgewater,US,28.9889,-80.9023,82.49,79,96,7.58,overcast clouds
459,Saint-Augustin,CA,51.226,-58.6502,53.51,70,15,1.57,few clouds
460,Zyryanka,RU,65.75,150.85,71.04,26,100,23.15,overcast clouds
461,Puerto Rondon,CO,6.2805,-71.1,67.57,92,93,6.15,overcast clouds
462,Alberton,CA,46.8168,-64.0654,59.13,98,100,7.49,heavy intensity rain
463,Chardara,KZ,41.2547,67.9692,81.46,41,1,5.32,clear sky
464,Seoul,KR,37.5683,126.9778,80.2,36,0,12.66,clear sky
465,Morehead,US,37.2711,-87.1764,82.99,88,0,3.44,clear sky
466,Hue,VN,16.4667,107.6,93.31,55,40,2.3,scattered clouds
467,Aykhal,RU,66,111.5,69.8,23,58,4.63,broken clouds
468,Urusha,RU,54.05,122.9,76.6,34,44,3.8,scattered clouds
469,Krasnokamensk,RU,50.0979,118.0369,68.16,66,79,6.4,broken clouds
470,Baiyin,CN,36.5583,104.2081,79.65,9,0,6.49,clear sky
471,Coquimbo,CL,-29.9533,-71.3436,51.53,81,100,2.3,overcast clouds
472,Khunti,IN,23.0833,85.2833,93.31,26,57,5.84,broken clouds
473,Toora-Khem,RU,52.4675,96.11,67.78,67,100,4.16,overcast clouds
474,Starokostyantyniv,UA,49.7576,27.2034,54.73,91,94,14,overcast clouds
475,Maple Creek,CA,49.9168,-109.4848,55.81,71,93,12.66,overcast clouds
476,Noshiro,JP,40.2039,140.0242,77.83,46,85,5.61,overcast clouds
477,Corumba,BR,-19.0092,-57.6533,52.57,49,0,1.36,clear sky
478,Lasa,IT,46.6166,10.7002,52.36,75,0,3.78,clear sky
479,Rayagada,IN,19.1667,83.4167,98.73,36,12,5.37,few clouds
480,Madanapalle,IN,13.55,78.5,84.74,49,17,12.5,few clouds
481,Talcahuano,CL,-36.7167,-73.1167,47.88,100,100,8.05,light intensity drizzle
482,Yakeshi,CN,49.2833,120.7333,67.37,70,75,5.75,broken clouds
483,Wukari,NG,7.85,9.7833,75.31,86,97,4.85,overcast clouds
484,Hervey Bay,AU,-25.2986,152.8535,70.07,61,52,5.91,broken clouds
485,Poum,NC,-20.2333,164.0167,75.67,83,100,7.38,overcast clouds
486,Nizhniy Kuranakh,RU,58.8353,125.4869,55.44,86,100,3.76,light rain
487,Acapulco,MX,16.8634,-99.8901,76.96,86,100,8.99,overcast clouds
488,Tayu,ID,-6.5397,111.0518,84.85,66,66,6.4,broken clouds
489,Kyabram,AU,-36.3167,145.05,51.87,59,100,10.07,overcast clouds
490,Popondetta,PG,-8.7537,148.2534,88.59,49,38,6.89,scattered clouds
491,Pacific Grove,US,36.6177,-121.9166,62.55,79,0,7,clear sky
492,Tyler,US,32.3513,-95.3011,87.87,57,0,9.22,clear sky
493,Hargeysa,SO,9.56,44.065,69.22,62,100,29.73,overcast clouds
494,Puerto Lempira,HN,15.2667,-83.7667,74.3,95,100,4.9,overcast clouds
495,Mezen,RU,65.8522,44.24,60.22,68,32,2.35,scattered clouds
496,Nishihara,JP,26.1842,127.7558,87.85,84,75,17.27,broken clouds
497,Ewa Beach,US,21.3156,-158.0072,84.15,59,40,23.02,scattered clouds
498,Rumilly,FR,45.8667,5.95,56.82,76,0,2.3,clear sky
499,West Plains,US,36.7281,-91.8524,82.09,79,0,5.01,clear sky
500,Beirut,LB,33.8889,35.4944,72.34,78,75,4.61,broken clouds
501,Impfondo,CG,1.6381,18.0667,68.36,97,100,1.52,overcast clouds
502,Cockburn Town,TC,21.4612,-71.1419,79.65,85,2,16.78,clear sky
503,Murdochville,CA,48.9583,-65.5006,41.88,99,100,3.69,overcast clouds
504,Kasangulu,CD,-4.5911,15.1708,70.68,77,100,3.38,overcast clouds
505,Westport,US,41.1415,-73.3579,75.18,72,0,5.99,clear sky
506,Dongsheng,CN,39.8161,109.9776,73.58,21,2,16.75,clear sky
507,Victoria,HK,22.2855,114.1577,84.38,89,100,18.01,moderate rain
508,Goundam,ML,16.4145,-3.6708,91.58,34,7,8.05,clear sky
509,Usinsk,RU,65.9939,57.5281,58.3,34,100,8.81,overcast clouds
510,Rawlins,US,41.7911,-107.2387,44.49,70,100,21.85,light rain
511,Tessalit,ML,20.1986,1.0114,89.08,22,57,6.96,broken clouds
512,Mareeba,AU,-17,145.4333,78.66,58,3,4.43,clear sky
513,Kautokeino,NO,69.0125,23.0412,49.23,89,98,11.48,overcast clouds
514,Asopos,GR,36.7333,22.8667,73.08,53,11,7.96,few clouds
515,Fallon,US,39.4735,-118.7774,64.27,16,20,9.22,dust
516,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,81,52,7.4,broken clouds
517,Naryan-Mar,RU,67.6713,53.087,53.78,75,100,9.13,light rain
518,Los Banos,PH,14.1667,121.1833,93.69,60,86,1.19,overcast clouds
519,Cabedelo,BR,-6.9811,-34.8339,74.07,75,10,8.12,clear sky
520,Summerside,CA,46.3959,-63.7876,59.68,94,100,10.36,moderate rain
521,Mbandaka,CD,0.0487,18.2603,69.13,96,100,2.91,overcast clouds
522,Itoman,JP,26.1247,127.6694,88.57,86,75,16.11,broken clouds
523,Mecca,SA,21.4267,39.8261,91.02,24,3,7.09,clear sky
524,Silvania,BR,-16.6589,-48.6081,61.83,49,96,2.55,overcast clouds
525,Marrakesh,MA,31.6315,-8.0083,75.27,69,40,4.61,scattered clouds
526,Kingston,JM,17.997,-76.7936,83.35,72,20,8.05,few clouds
527,Barkly West,ZA,-28.5354,24.5215,54.68,41,100,17.9,overcast clouds
528,Poya,NC,-21.35,165.15,75.72,81,100,8.66,overcast clouds
529,Kirakira,SB,-10.4544,161.9205,83.73,74,27,8.7,scattered clouds
530,Abay,KZ,49.6311,72.8539,71.98,50,69,14.9,broken clouds
531,Cayenne,GF,4.9333,-52.3333,76.08,1,100,2.3,overcast clouds
532,Faya,SA,18.3851,42.4509,69.91,20,2,16.11,clear sky
533,Kloulklubed,PW,7.0419,134.2556,82.9,73,98,10.76,overcast clouds
534,Moerai,PF,-22.4333,-151.3333,74.75,70,83,12.01,broken clouds
535,Thinadhoo,MV,0.5333,72.9333,83.39,71,54,5.44,broken clouds
536,Sur,OM,22.5667,59.5289,86.81,66,2,3.98,clear sky
537,Biga,TR,40.2281,27.2422,67.05,81,3,1.79,clear sky
538,Cairns,AU,-16.9167,145.7667,83.07,58,100,12.66,overcast clouds
539,Olinda,BR,-8.0089,-34.8553,74.93,94,40,2.3,scattered clouds
540,Nabire,ID,-3.3667,135.4833,85.24,68,83,5.53,broken clouds
541,Oktyabrskoye,RU,43.0645,44.7417,60.94,93,86,2.24,mist
542,Moundsville,US,39.9203,-80.7431,76.95,98,95,1.57,overcast clouds
543,Camocim,BR,-2.9022,-40.8411,74.12,89,30,8.66,scattered clouds
544,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,50,38,0,4.63,clear sky
545,Boddam,GB,57.4667,-1.7833,52.18,89,100,6.98,overcast clouds
546,Sandwick,GB,60,-1.25,49.82,93,75,11.5,broken clouds
547,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,11.5,light rain
548,Road Town,VG,18.4167,-64.6167,78.89,77,3,20.8,clear sky
549,Ajdabiya,LY,30.7554,20.2263,70.48,85,0,8.1,clear sky
550,Viedma,AR,-40.8135,-62.9967,53.35,48,100,12.21,overcast clouds
551,Wanning,CN,18.8003,110.3967,88.97,67,100,11.45,overcast clouds
552,Oeiras Do Para,BR,-2.0031,-49.8544,72.41,98,9,2.06,clear sky
553,Tonder,DK,54.9331,8.8667,54.97,80,100,13.06,overcast clouds
554,Kongolo,CD,-5.3833,27,71.87,60,49,1.3,scattered clouds
555,Zholymbet,KZ,51.7433,71.7122,67.37,49,46,12.46,scattered clouds
556,Strezhevoy,RU,60.7333,77.5889,61.52,77,94,7.76,overcast clouds
557,Richards Bay,ZA,-28.783,32.0377,61.41,40,36,11.79,scattered clouds
558,Ponot,PH,8.452,123.0222,82.65,73,100,6.49,overcast clouds
559,Lodja,CD,-3.4833,23.4333,67.78,84,92,0.83,overcast clouds
560,Batemans Bay,AU,-35.7167,150.1833,56.1,44,74,5.3,broken clouds
561,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.05,79,100,14.27,overcast clouds
562,Mandan,US,46.8267,-100.8896,69.96,89,100,19.57,overcast clouds
563,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,11.5,broken clouds
564,Okha,RU,53.5739,142.9478,60.06,66,99,13.49,overcast clouds
565,Lahan,NP,26.7296,86.4951,87.71,64,90,12.55,overcast clouds
566,Casa Grande,US,32.8795,-111.7573,97.02,19,0,11.5,clear sky
567,Brodokalmak,RU,55.5748,62.082,61.7,88,80,9.69,broken clouds
568,Waddan,LY,29.1614,16.139,70.59,56,0,2.51,clear sky
569,Capoterra,IT,39.1763,8.9718,73.53,77,0,9.22,clear sky
570,Yeovil,GB,50.9416,-2.6321,49.69,91,0,1.14,clear sky
571,Arlit,NE,18.7369,7.3853,91.74,13,87,9.01,overcast clouds
572,Abrau-Dyurso,RU,44.69,37.59,71.06,64,49,8.95,scattered clouds
573,Simao,CN,22.7886,100.9748,72.73,89,99,1.86,overcast clouds
574,Ati,TD,13.2154,18.3353,79.27,59,100,13.56,light rain
575,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,20,6.91,few clouds
576,Do Gonbadan,IR,30.3586,50.7981,78.89,31,0,0,clear sky
577,Novyy Urgal,RU,51.0736,132.5642,75.72,51,100,7.45,overcast clouds
578,Port Hardy,CA,50.6996,-127.4199,51.98,87,40,3.44,scattered clouds
579,Ndungu,TZ,-4.3667,38.05,64.71,90,28,3.42,scattered clouds
580,Kieta,PG,-6.2167,155.6333,83.57,74,48,7.23,light rain
581,Vacaria,BR,-28.5122,-50.9339,39.72,95,1,6.08,clear sky
582,Beidao,CN,34.5686,105.8933,86.5,15,0,2.33,clear sky
583,Tonj,SS,7.2737,28.6822,70.52,90,98,3.38,overcast clouds
584,Goya,AR,-29.14,-59.2626,46.67,85,0,7.49,clear sky
585,Orangeburg,US,33.4918,-80.8557,84.04,86,0,9.22,clear sky
586,Roma,US,43.2128,-75.4557,59.14,83,0,0,clear sky
587,Udachnyy,RU,66.4167,112.4,73.45,28,87,4.72,overcast clouds
588,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.94,80,85,7.34,overcast clouds
589,Sept-Iles,CA,50.2001,-66.3821,55.92,91,100,10.36,overcast clouds
590,Posse,BR,-14.0931,-46.3694,71.38,45,71,6.13,broken clouds
591,Baft,IR,29.234,56.6057,74.34,31,0,2.15,clear sky
592,Neyshabur,IR,36.2133,58.7958,85.42,21,14,6.62,few clouds
593,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.68,86,19,3.11,few clouds
594,Nanpiao,CN,41.0982,120.7479,61.72,94,100,9.86,overcast clouds
595,Caxias,PT,38.7031,-9.2767,68.47,80,75,2.3,broken clouds
596,Jaciara,BR,-15.9653,-54.9683,58.19,43,12,1.81,few clouds
597,Semaria,IN,24.3073,79.9718,98.73,31,42,9.64,scattered clouds
598,Gladstone,AU,-23.85,151.25,75.13,53,75,10.36,broken clouds
599,Columbus,US,39.9612,-82.9988,75.72,90,100,5.75,overcast clouds
600,Korla,CN,41.7597,86.1469,96.06,5,100,11.23,overcast clouds
601,Dumas,US,35.8656,-101.9732,87.94,23,100,28.77,overcast clouds
602,Saint-Louis,SN,16.3333,-15,78.44,69,70,10.85,broken clouds
603,Ambam,CM,2.3833,11.2833,67.73,99,100,1.92,overcast clouds
604,El Playon,CO,7.4713,-73.2031,73.67,96,98,5.1,overcast clouds
605,Port Lincoln,AU,-34.7333,135.8667,63,68,23,24.65,few clouds
606,Manaure,CO,11.7751,-72.4445,80.85,74,18,21.45,few clouds
607,Roald,NO,62.5833,6.1333,54.16,93,100,4.61,overcast clouds
608,Zhezkazgan,KZ,47.8043,67.7144,71.58,24,0,4.47,smoke
609,Swift Current,CA,50.2834,-107.8014,58.01,82,40,13.8,scattered clouds
610,Charyshskoye,RU,51.3978,83.5598,77.02,57,95,2.21,overcast clouds
611,Mikkeli,FI,61.6886,27.2723,55.51,88,20,4.61,few clouds
612,Horasan,TR,40.0458,42.1728,59.23,69,94,2.17,overcast clouds
613,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,82,40,5.99,scattered clouds
614,Talas,TR,38.6908,35.5538,54.27,94,20,0,few clouds
615,Khandbari,NP,27.3747,87.2039,83.5,60,65,2.77,light rain
616,Santiago Del Estero,AR,-27.7951,-64.2615,54.97,33,0,14.5,clear sky
617,Tsiroanomandidy,MG,-18.7667,46.0333,55.89,87,0,3.29,clear sky
618,Tabas,IR,33.5959,56.9244,98.62,14,1,13.58,clear sky
619,Warmbad,NA,-28.45,18.7333,52.23,74,72,21.27,light rain
620,Agadez,NE,19.75,10.25,85.57,17,15,11.21,few clouds
621,Assiniboia,CA,49.6334,-105.9845,56.43,78,99,14.09,overcast clouds
622,Emba,KZ,48.8264,58.1442,62.6,58,0,9.86,clear sky
623,Lebedinyy,RU,58.5167,125.5167,50.13,92,100,1.9,light rain
624,Dicabisagan,PH,17.0818,122.4157,90.54,61,7,10.63,clear sky
625,Esil,KZ,51.9556,66.4042,61.75,67,47,12.3,scattered clouds
626,Dakar,SN,14.6937,-17.4441,77.13,78,20,0,few clouds
627,Paamiut,GL,61.994,-49.6678,36.81,78,8,27.42,clear sky
628,Jiamusi,CN,46.8333,130.35,76.89,46,100,10.6,overcast clouds
629,George,ZA,-33.963,22.4617,54.95,88,0,5.75,clear sky
630,Zakamensk,RU,50.3741,103.2863,75.81,35,100,9.17,overcast clouds
631,Shenjiamen,CN,29.9576,122.298,73.36,82,100,3.96,overcast clouds
632,Mandera,KE,3.9366,41.867,75.38,70,51,14.47,broken clouds
633,Evensk,RU,61.95,159.2333,49.93,69,0,10.78,clear sky
634,Bogorodskoye,RU,56.55,37.8833,58.71,89,99,2.64,overcast clouds
635,Pierre,US,44.3683,-100.351,77.92,82,0,5.75,clear sky
636,Uinskoye,RU,56.8817,56.5813,61.3,62,94,4.45,overcast clouds
637,Sinnamary,GF,5.3833,-52.95,77,84,93,3.49,light rain
638,Den Helder,NL,52.9599,4.7593,57.18,84,100,4.61,overcast clouds
639,Black Forest,US,39.0131,-104.7008,78.8,19,0,9.22,clear sky
640,Ahuimanu,US,21.4447,-157.8378,83.91,73,75,23.02,broken clouds
641,Baherden,TM,38.4362,57.4316,90.43,20,25,1.74,scattered clouds
642,Kirensk,RU,57.7853,108.1119,78.87,39,75,4.05,broken clouds
643,Labuhan,ID,-6.8844,112.2051,83.86,71,98,6.17,light rain
644,Basco,PH,20.4487,121.9702,85.03,75,100,13.38,overcast clouds
645,Puxinana,BR,-7.1611,-35.9606,67.78,94,40,2.3,scattered clouds
646,Fenoarivo,MG,-18.933,47.4354,55.47,94,75,5.75,broken clouds
647,Tambopata,PE,-12.7333,-69.1833,57.36,73,91,0.63,overcast clouds
648,Hickory,US,35.7332,-81.3412,80.65,88,42,2.17,scattered clouds
649,Amnat Charoen,TH,15.9167,104.75,90.55,53,100,9.51,overcast clouds
650,Lusambo,CD,-4.9667,23.45,70.57,68,87,0.6,overcast clouds
651,Pimentel,PE,-6.8367,-79.9342,62.49,85,8,10.8,clear sky
652,Meulaboh,ID,4.1363,96.1285,84.54,64,64,4.47,broken clouds
653,Ramganj,BD,23.1,90.85,88.93,68,99,16.49,overcast clouds
654,Tarancon,ES,40.0085,-3.0073,70.36,38,5,7.27,clear sky
655,Vanersborg,SE,58.3807,12.3234,52.57,87,30,4.61,scattered clouds
656,Ahipara,NZ,-35.1667,173.1667,59.68,60,11,13.27,few clouds
657,Tepla,CZ,49.98,12.8643,45.28,85,46,2.95,scattered clouds
658,Port Blair,IN,11.6667,92.75,86.04,79,40,6.91,scattered clouds
659,Pivijay,CO,10.4617,-74.6162,76.71,89,69,4.83,broken clouds
660,Kaz,RU,52.9113,87.3105,79.07,50,67,2.93,broken clouds
661,Moranbah,AU,-22.0016,148.0466,70.88,41,40,11.43,scattered clouds
662,Zadonsk,RU,52.3904,38.9261,64.53,86,0,3.67,clear sky
663,Ambanja,MG,-13.6833,48.45,67.93,75,8,3.47,clear sky
664,Grande Prairie,CA,55.1667,-118.8027,64.58,42,75,4.61,broken clouds
665,Araxa,BR,-19.5933,-46.9406,50.45,46,78,4.03,broken clouds
666,Pringsewu,ID,-5.3582,104.9744,86.07,62,92,3.83,overcast clouds
667,Bereda,ES,43.2686,-7.5406,60.58,98,100,1.43,overcast clouds
668,Subtanjalla,PE,-14.0189,-75.7581,58.06,83,10,5.86,clear sky
669,Cayon,KN,17.35,-62.7333,78.33,77,18,19.44,few clouds
670,Santiago,CL,-33.4569,-70.6483,52.18,66,75,9.22,mist
671,Zajas,MK,41.6072,20.9383,58.95,87,7,3.76,clear sky
672,Manono,CD,-7.3,27.4167,66.96,55,9,2.93,clear sky
673,Batticaloa,LK,7.7102,81.6924,84.92,61,100,1.52,overcast clouds
674,Hirson,FR,49.9226,4.0826,46.58,84,2,6.06,clear sky
675,Chifeng,CN,42.2683,118.9636,70.12,59,59,15.68,light rain
676,Avera,US,33.194,-82.5271,82.54,57,19,5.19,few clouds
677,Itarema,BR,-2.9248,-39.9167,75.58,84,16,9.84,few clouds
