City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
226,Iwaki,100,JP,2022-06-11 15:39:27,96,37.05,140.8833,65.77,4.74
227,Los Llanos De Aridane,20,ES,2022-06-11 15:39:28,78,28.6585,-17.9182,75.13,17.27
228,Rio Gallegos,75,AR,2022-06-11 15:39:28,57,-51.6226,-69.2181,48.25,11.5
229,Sitangkai,9,PH,2022-06-11 15:39:29,72,4.6628,119.3928,83.88,9.24
230,Hargeysa,60,SO,2022-06-11 15:39:29,30,9.56,44.065,83.48,6.44
231,Merano,12,IT,2022-06-11 15:40:29,38,46.6682,11.1595,89.31,2.46
232,Bandarbeyla,95,SO,2022-06-11 15:40:30,73,9.4942,50.8122,81.01,30.6
233,Ambilobe,70,MG,2022-06-11 15:40:30,70,-13.2,49.05,75.34,3.27
234,Katsuura,100,JP,2022-06-11 15:40:30,94,35.1333,140.3,64.96,21.68
235,Tecoanapa,99,MX,2022-06-11 15:40:31,65,16.5167,-98.75,85.15,3.18
236,Fort Morgan,0,US,2022-06-11 15:40:31,34,40.2503,-103.8,81.25,10.36
237,Isangel,72,VU,2022-06-11 15:40:31,87,-19.55,169.2667,76.53,5.1
238,Taltal,8,CL,2022-06-11 15:40:32,69,-25.4,-70.4833,62.17,5.17
239,Boa Vista,75,BR,2022-06-11 15:39:05,74,2.8197,-60.6733,80.58,8.05
240,Arys,100,KZ,2022-06-11 15:40:32,29,42.4252,68.795,82.08,12.3
241,Cody,0,US,2022-06-11 15:40:17,58,44.5263,-109.0565,71.91,8.05
242,Murdochville,65,CA,2022-06-11 15:40:33,57,48.9583,-65.5006,49.08,15.08
243,Bengkulu,100,ID,2022-06-11 15:40:33,90,-3.8004,102.2655,75.29,6.49
244,Lieksa,93,FI,2022-06-11 15:40:33,52,63.3167,30.0167,64.83,8.93
245,Comodoro Rivadavia,0,AR,2022-06-11 15:38:06,17,-45.8667,-67.5,60.66,5.75
246,Clyde River,100,CA,2022-06-11 15:40:34,93,70.4692,-68.5914,34.03,12.66
247,Vardo,100,NO,2022-06-11 15:40:34,81,70.3705,31.1107,48.18,3.44
248,San Patricio,3,US,2022-06-11 15:40:35,41,28.017,-97.5169,91.08,12.26
249,Avarua,75,CK,2022-06-11 15:40:35,69,-21.2078,-159.775,75.25,9.22
250,Marzuq,72,YE,2022-06-11 15:40:35,31,14.4,46.4667,86.49,6.85
251,Geraldton,75,AU,2022-06-11 15:40:36,94,-28.7667,114.6,64.81,3.44
252,General Pico,1,AR,2022-06-11 15:40:36,27,-35.6566,-63.7568,61.68,7.99
253,San Quintin,7,MX,2022-06-11 15:40:37,69,30.4833,-115.95,70.75,6.55
254,Airai,83,TL,2022-06-11 15:40:37,86,-8.9266,125.4092,56.12,3.4
255,Bonthe,100,SL,2022-06-11 15:40:37,72,7.5264,-12.505,82.9,10.45
256,Codrington,100,AU,2022-06-11 15:40:37,77,-38.2667,141.9667,51.8,19.19
257,Saint-Philippe,77,RE,2022-06-11 15:40:38,79,-21.3585,55.7679,71.19,12.8
258,Sharjah,0,AE,2022-06-11 15:40:40,46,25.3573,55.4033,93.49,11.5
259,Mali,38,GN,2022-06-11 15:40:41,37,12.079,-12.2982,81.55,6.11
260,Grenaa,25,DK,2022-06-11 15:40:41,67,56.4158,10.8783,71.82,15.59
261,Holme,19,DK,2022-06-11 15:40:42,58,56.1138,10.1725,71.17,14.67
262,Komsomolskiy,40,UZ,2022-06-11 15:40:42,34,40.4272,71.7189,81.32,13.8
263,Trelew,53,AR,2022-06-11 15:40:42,23,-43.249,-65.3051,58.01,7.58
264,Acari,29,PE,2022-06-11 15:40:43,48,-15.4311,-74.6158,74.21,7.27
265,Mercedes,26,AR,2022-06-11 15:40:43,21,-34.6515,-59.4307,56.03,8.34
266,Kloulklubed,24,PW,2022-06-11 15:40:43,70,7.0419,134.2556,73.9,5.53
267,Batagay-Alyta,89,RU,2022-06-11 15:40:44,52,67.8006,130.4114,49.05,1.05
268,Gat,0,IL,2022-06-11 15:40:44,32,31.61,34.7642,96.4,10.76
269,Naze,100,JP,2022-06-11 15:40:44,90,28.3667,129.4833,72.52,12.62
270,Antofagasta,38,CL,2022-06-11 15:40:45,53,-23.65,-70.4,66.22,6.4
271,Nemuro,100,JP,2022-06-11 15:40:45,99,43.3236,145.575,49.33,13.15
272,Kirakira,10,SB,2022-06-11 15:40:46,82,-10.4544,161.9205,78.17,3.47
273,Deputatskiy,33,RU,2022-06-11 15:40:46,77,69.3,139.9,46.58,4.38
274,Montepuez,89,MZ,2022-06-11 15:40:46,51,-13.1256,38.9997,72.07,7.14
275,Te Anau,89,NZ,2022-06-11 15:41:47,96,-45.4167,167.7167,38.7,4.9
276,Staryy Nadym,100,RU,2022-06-11 15:41:47,59,65.6118,72.6842,67.14,10.02
277,Cabedelo,48,BR,2022-06-11 15:41:48,72,-6.9811,-34.8339,75.87,5.01
278,Quelimane,40,MZ,2022-06-11 15:41:48,73,-17.8786,36.8883,75.15,8.05
279,Dali,99,CN,2022-06-11 15:41:48,90,25.7,100.1833,63.37,4.99
280,Kitimat,100,CA,2022-06-11 15:41:32,24,54.0524,-128.6534,53.98,1.01
281,Bridlington,53,GB,2022-06-11 15:41:49,63,54.0831,-0.1919,69.89,15.68
282,Usinsk,100,RU,2022-06-11 15:41:49,67,65.9939,57.5281,44.85,22.06
283,Chuy,65,UY,2022-06-11 15:41:49,60,-33.6971,-53.4616,52.74,17.81
284,Wenling,100,CN,2022-06-11 15:41:50,94,28.3669,121.36,67.86,4.88
285,Gweta,0,BW,2022-06-11 15:41:50,26,-20.1833,25.2333,64.85,8.43
286,Yabrud,0,SY,2022-06-11 15:41:51,18,33.9674,36.6574,81.88,12.46
287,Lata,39,PT,2022-06-11 15:41:51,50,40.1629,-8.3327,85.5,9.19
288,Mutoko,31,ZW,2022-06-11 15:41:51,63,-17.397,32.2268,58.71,9.95
289,Sorland,97,NO,2022-06-11 15:41:52,89,67.667,12.6934,49.86,5.06
290,Nikolskoye,38,RU,2022-06-11 15:41:52,48,59.7035,30.7861,73.29,5.3
291,Talnakh,8,RU,2022-06-11 15:41:52,46,69.4865,88.3972,63.21,8.19
292,Adre,28,TD,2022-06-11 15:41:53,36,13.4667,22.2,87.69,16.73
293,Wakkanai,99,JP,2022-06-11 15:37:03,95,45.4094,141.6739,49.35,5.82
294,Jega,36,NG,2022-06-11 15:41:53,29,12.2175,4.3792,99.66,11.32
